gene,pval
mRNA.MSTRG.54572.1,1.331378283
mRNA.MSTRG.54572.3,2.630819285
mRNA.MSTRG.54571.1,5.620354635
mRNA.MSTRG.54579.1,7.937942327
mRNA.MSTRG.54580.2,3.78986313
mRNA.MSTRG.54582.1,5.285650592
mRNA.MSTRG.54609.1,2.16882576
mRNA.MSTRG.54606.1,0.140212802
mRNA.MSTRG.54615.1,2.256836202
mRNA.MSTRG.54635.1,3.303170013
mRNA.MSTRG.54638.1,2.980160537
mRNA.MSTRG.54662.1,2.563375024
mRNA.MSTRG.54668.4,4.100958227
mRNA.MSTRG.54684.1,4.551493128
mRNA.MSTRG.54722.2,4.242085471
mRNA.MSTRG.54750.1,2.07038991
mRNA.MSTRG.54761.1,6.24376755
mRNA.MSTRG.54815.1,3.218064856
mRNA.MSTRG.54819.1,4.700154715
mRNA.MSTRG.54822.1,3.930332316
mRNA.MSTRG.54861.2,1.867115478
mRNA.MSTRG.54888.1,5.6149788
mRNA.MSTRG.54882.1,3.080102685
mRNA.MSTRG.54897.2,0.73795326
mRNA.MSTRG.54894.1,3.760063561
mRNA.MSTRG.54904.1,4.602752865
mRNA.MSTRG.54941.1,3.806474081
mRNA.MSTRG.54941.2,3.236955148
mRNA.MSTRG.54973.1,3.383611074
mRNA.MSTRG.54991.1,4.635961183
mRNA.MSTRG.54993.1,4.551468816
mRNA.MSTRG.55005.1,3.95686302
mRNA.MSTRG.55011.1,1.159347294
mRNA.MSTRG.55018.1,3.303209379
mRNA.MSTRG.55054.1,3.713904984
mRNA.MSTRG.55063.1,1.974845664
mRNA.MSTRG.55073.1,3.789868297
mRNA.MSTRG.55083.47,5.919003977
mRNA.MSTRG.55085.1,3.127561497
mRNA.MSTRG.55101.1,8.136629133
mRNA.MSTRG.55116.1,2.07507976
mRNA.MSTRG.55149.1,2.695273965
mRNA.MSTRG.55167.1,2.816073823
mRNA.MSTRG.55168.1,5.76990047
mRNA.MSTRG.55173.2,1.623933953
mRNA.MSTRG.55182.1,3.459755388
mRNA.MSTRG.55190.1,3.63425455
mRNA.MSTRG.55194.1,3.956830859
mRNA.MSTRG.55204.1,4.71576972
mRNA.MSTRG.55214.2,3.875756773
mRNA.MSTRG.55236.1,3.496415418
mRNA.MSTRG.55248.1,2.695221814
mRNA.MSTRG.55256.1,4.652251112
mRNA.MSTRG.55257.1,1.974819544
mRNA.MSTRG.55284.1,1.623952314
mRNA.MSTRG.55300.2,3.496369554
mRNA.MSTRG.55315.1,4.904754057
mRNA.MSTRG.55323.1,3.98290009
mRNA.MSTRG.55329.1,2.631053163
mRNA.MSTRG.55332.1,1.758118772
mRNA.MSTRG.55332.4,4.174482277
mRNA.MSTRG.55334.1,1.623958184
mRNA.MSTRG.55352.1,5.739662121
mRNA.MSTRG.55364.1,4.602746044
mRNA.MSTRG.55365.1,2.652507292
mRNA.MSTRG.55367.1,3.459796054
mRNA.MSTRG.55422.1,3.63429147
mRNA.MSTRG.55423.1,1.974851438
mRNA.MSTRG.55452.1,2.563381083
mRNA.MSTRG.55456.1,3.383597465
mRNA.MSTRG.55458.1,4.945034178
mRNA.MSTRG.55467.1,5.462680611
mRNA.MSTRG.55469.1,1.623947953
mRNA.MSTRG.55478.1,2.256831219
mRNA.MSTRG.55481.2,2.168801752
mRNA.MSTRG.55490.1,2.980204172
mRNA.MSTRG.55552.1,3.218051523
mRNA.MSTRG.55561.1,1.974791832
mRNA.MSTRG.55575.1,1.485049953
mRNA.MSTRG.55585.1,1.159352931
mRNA.MSTRG.55653.1,4.619444845
mRNA.MSTRG.55673.1,3.56696754
mRNA.MSTRG.55675.1,1.750630496
mRNA.MSTRG.55684.1,5.165698395
mRNA.MSTRG.55690.1,1.623941335
mRNA.MSTRG.55691.2,2.756910691
mRNA.MSTRG.55712.2,2.563380054
mRNA.MSTRG.55717.2,3.875778261
mRNA.MSTRG.55741.1,6.286207896
mRNA.MSTRG.55762.1,1.974864474
mRNA.MSTRG.55777.1,1.331382297
mRNA.MSTRG.55839.2,3.031071427
mRNA.MSTRG.55841.1,2.256866185
mRNA.MSTRG.55844.1,4.63594144
mRNA.MSTRG.55845.1,1.159344385
mRNA.MSTRG.55873.2,1.974829779
mRNA.MSTRG.55880.1,2.492643244
mRNA.MSTRG.55885.1,1.750630565
mRNA.MSTRG.55886.1,3.66678895
mRNA.MSTRG.55915.1,2.418196889
mRNA.MSTRG.55937.1,1.623930883
mRNA.MSTRG.55962.1,4.106521154
mRNA.MSTRG.55998.1,6.306995595
mRNA.MSTRG.56025.1,4.106493483
mRNA.MSTRG.56028.2,1.867013975
mRNA.MSTRG.56048.1,4.13000125
mRNA.MSTRG.56054.1,5.444082769
mRNA.MSTRG.56075.2,3.903298516
mRNA.MSTRG.56109.1,5.700930227
mRNA.MSTRG.56123.1,2.339758467
mRNA.MSTRG.56140.1,3.698507694
mRNA.MSTRG.56142.1,4.346064264
mRNA.MSTRG.56147.2,2.75692064
mRNA.MSTRG.56162.1,4.971290616
mRNA.MSTRG.56162.2,-0.898822402
mRNA.MSTRG.56175.1,2.339791785
mRNA.MSTRG.56233.1,3.729636364
mRNA.MSTRG.56282.1,5.932393979
mRNA.MSTRG.56311.1,3.031068543
mRNA.MSTRG.56339.1,4.033622192
mRNA.MSTRG.56328.1,5.814048322
mRNA.MSTRG.56346.1,2.872893925
mRNA.MSTRG.56349.1,3.261286132
mRNA.MSTRG.56350.1,1.623917125
mRNA.MSTRG.56351.1,1.750670079
mRNA.MSTRG.56361.1,3.819104468
mRNA.MSTRG.56398.1,5.499217186
mRNA.MSTRG.56411.1,0.963979134
mRNA.MSTRG.56427.1,1.867069612
mRNA.MSTRG.56434.1,1.867071636
mRNA.MSTRG.56436.1,1.974819522
mRNA.MSTRG.56441.1,3.343986227
mRNA.MSTRG.56444.1,1.485088489
mRNA.MSTRG.56450.1,2.256859128
mRNA.MSTRG.56450.2,2.075065499
mRNA.MSTRG.56458.2,2.980204312
mRNA.MSTRG.56483.1,2.756915834
mRNA.MSTRG.56470.1,1.867105005
mRNA.MSTRG.56473.1,3.127580146
mRNA.MSTRG.56474.1,5.939135515
mRNA.MSTRG.56471.3,2.630819666
mRNA.MSTRG.56494.2,2.630848232
mRNA.MSTRG.56524.1,4.5339481
mRNA.MSTRG.56568.1,4.93171346
mRNA.MSTRG.56571.1,1.750639543
mRNA.MSTRG.56583.3,3.422195236
mRNA.MSTRG.56578.1,4.082613123
mRNA.MSTRG.56594.3,2.357123671
mRNA.MSTRG.56638.2,2.492637752
mRNA.MSTRG.56657.1,4.931728121
mRNA.MSTRG.56661.1,0.963965662
mRNA.MSTRG.56669.5,4.48010737
mRNA.MSTRG.56676.1,1.623959668
mRNA.MSTRG.56677.1,2.418227943
mRNA.MSTRG.56687.1,3.127590243
mRNA.MSTRG.56696.1,2.563385861
mRNA.MSTRG.56705.1,3.303191848
mRNA.MSTRG.56719.1,6.160656156
mRNA.MSTRG.56747.1,1.044846568
mRNA.MSTRG.56751.1,3.81909072
mRNA.MSTRG.56763.1,3.72961987
mRNA.MSTRG.56768.1,4.657631921
mRNA.MSTRG.56768.2,1.940111708
mRNA.MSTRG.56777.1,2.695227197
mRNA.MSTRG.56823.1,2.630821954
mRNA.MSTRG.56831.1,2.168821392
mRNA.MSTRG.56842.1,2.816075028
mRNA.MSTRG.56848.1,6.467814007
mRNA.MSTRG.56859.1,5.009796197
mRNA.MSTRG.56862.1,2.075079322
mRNA.MSTRG.56895.1,1.331382297
mRNA.MSTRG.56914.1,4.652296264
mRNA.MSTRG.56925.1,5.275185283
mRNA.MSTRG.56926.1,3.956833832
mRNA.MSTRG.56938.1,3.303216473
mRNA.MSTRG.56943.1,0.963958815
mRNA.MSTRG.56966.1,4.98422918
mRNA.MSTRG.56979.1,3.566962824
mRNA.MSTRG.56992.1,1.485070173
mRNA.MSTRG.56993.1,3.173516087
mRNA.MSTRG.57024.1,3.17355507
mRNA.MSTRG.57036.2,1.867118406
mRNA.MSTRG.57026.1,2.492620684
mRNA.MSTRG.57029.1,1.867089035
mRNA.MSTRG.57048.1,2.816041222
mRNA.MSTRG.57053.1,3.698510436
mRNA.MSTRG.57058.1,1.86707748
mRNA.MSTRG.57070.1,5.444036198
mRNA.MSTRG.57084.1,2.756923822
mRNA.MSTRG.57093.1,4.568739042
mRNA.MSTRG.57119.1,6.839683693
mRNA.MSTRG.57130.1,5.326888249
mRNA.MSTRG.57156.1,4.325856913
mRNA.MSTRG.57163.1,2.927544604
mRNA.MSTRG.57157.1,3.698489472
mRNA.MSTRG.57166.1,2.492632872
mRNA.MSTRG.57171.1,1.485045241
mRNA.MSTRG.57173.1,4.551462703
mRNA.MSTRG.57182.1,0.140222717
mRNA.MSTRG.57183.3,2.492636089
mRNA.MSTRG.57196.1,2.927516635
mRNA.MSTRG.57200.2,2.521538011
mRNA.MSTRG.57201.1,3.496405362
mRNA.MSTRG.57202.2,5.188260308
mRNA.MSTRG.57259.1,6.205552711
mRNA.MSTRG.57262.1,1.974835528
mRNA.MSTRG.57300.1,2.418245398
mRNA.MSTRG.57328.1,4.668401151
mRNA.MSTRG.57333.3,1.159355592
mRNA.MSTRG.57330.1,1.485096929
mRNA.MSTRG.57331.1,3.218086126
mRNA.MSTRG.57336.1,3.173530125
mRNA.MSTRG.57341.1,2.563330147
mRNA.MSTRG.57345.1,4.227093741
mRNA.MSTRG.57348.1,2.41824751
mRNA.MSTRG.57371.1,3.343969121
mRNA.MSTRG.57375.1,3.080126249
mRNA.MSTRG.57391.1,4.791399671
mRNA.MSTRG.57401.1,1.485087502
mRNA.MSTRG.57468.1,4.305339491
mRNA.MSTRG.57481.1,3.634244456
mRNA.MSTRG.57499.1,5.119519005
mRNA.MSTRG.57521.1,5.083862399
mRNA.MSTRG.57524.1,3.261236568
mRNA.MSTRG.57534.1,4.533934927
mRNA.MSTRG.57544.1,4.568757191
mRNA.MSTRG.57550.1,4.082621438
mRNA.MSTRG.57565.1,2.168850068
mRNA.MSTRG.57598.1,3.819077063
mRNA.MSTRG.57617.1,3.819067875
mRNA.MSTRG.57622.1,7.081795769
mRNA.MSTRG.57638.1,0.737941065
mRNA.MSTRG.57639.1,1.485080397
mRNA.MSTRG.57684.1,9.819376241
mRNA.MSTRG.57702.1,6.332534984
mRNA.MSTRG.57709.1,2.418253587
mRNA.MSTRG.57732.1,2.168818105
mRNA.MSTRG.57733.1,0.469827136
mRNA.MSTRG.57750.1,3.600998036
mRNA.MSTRG.57809.1,4.945025691
mRNA.MSTRG.57819.1,0.140219297
mRNA.MSTRG.57833.1,3.532105776
mRNA.MSTRG.57835.5,3.630600178
mRNA.MSTRG.57837.3,3.02299385
mRNA.MSTRG.57851.1,3.81907455
mRNA.MSTRG.57853.2,3.127591016
mRNA.MSTRG.57871.1,5.814096535
mRNA.MSTRG.57872.3,1.485109122
mRNA.MSTRG.57875.1,5.517124644
mRNA.MSTRG.57904.1,5.561009934
mRNA.MSTRG.57928.1,4.585898362
mRNA.MSTRG.57944.1,0.963973773
mRNA.MSTRG.57987.1,6.078463526
mRNA.MSTRG.58011.1,2.075078012
mRNA.MSTRG.58022.1,1.974823465
mRNA.MSTRG.58016.2,5.425172399
mRNA.MSTRG.58029.1,7.777946691
mRNA.MSTRG.58035.1,1.485373508
mRNA.MSTRG.58035.2,1.974613558
mRNA.MSTRG.58037.1,6.160627558
mRNA.MSTRG.58064.1,2.816068776
mRNA.MSTRG.58085.1,3.60098915
mRNA.MSTRG.58093.3,3.811667464
mRNA.MSTRG.58131.1,3.930333038
mRNA.MSTRG.58137.1,3.031021325
mRNA.MSTRG.58155.1,5.898615081
mRNA.MSTRG.58177.1,5.434633982
mRNA.MSTRG.58176.1,2.63078205
mRNA.MSTRG.58203.1,1.485106597
mRNA.MSTRG.58219.2,4.53397281
mRNA.MSTRG.58224.1,4.602748964
mRNA.MSTRG.58242.3,3.383619437
mRNA.MSTRG.58245.1,1.750629724
mRNA.MSTRG.58271.2,5.806827654
mRNA.MSTRG.58293.1,1.623963457
mRNA.MSTRG.58314.1,3.261269957
mRNA.MSTRG.58360.1,6.539707692
mRNA.MSTRG.58373.2,5.02242289
mRNA.MSTRG.58375.1,1.974817602
mRNA.MSTRG.58379.1,2.350769172
mRNA.MSTRG.58415.1,2.927590112
mRNA.MSTRG.58434.1,3.218058279
mRNA.MSTRG.58426.2,4.366011324
mRNA.MSTRG.58468.1,1.485036557
mRNA.MSTRG.58463.1,3.218077577
mRNA.MSTRG.58474.1,3.930333173
mRNA.MSTRG.58481.2,6.126022881
mRNA.MSTRG.58492.1,3.930352793
mRNA.MSTRG.58510.1,4.715797025
mRNA.MSTRG.58520.1,4.106509521
mRNA.MSTRG.58609.1,2.630865231
mRNA.MSTRG.58611.1,4.058347063
mRNA.MSTRG.58619.1,3.303216612
mRNA.MSTRG.58633.2,2.563367782
mRNA.MSTRG.58632.1,1.750628496
mRNA.MSTRG.58640.1,3.261233733
mRNA.MSTRG.58665.1,4.424171956
mRNA.MSTRG.58688.1,1.974788279
mRNA.MSTRG.58690.5,6.016775625
mRNA.MSTRG.58687.1,2.168829915
mRNA.MSTRG.58705.1,5.828539873
mRNA.MSTRG.58707.1,4.346066555
mRNA.MSTRG.58708.1,3.127604898
mRNA.MSTRG.58737.2,0.760310788
mRNA.MSTRG.58748.1,3.344019891
mRNA.MSTRG.58757.1,1.623945327
mRNA.MSTRG.58796.1,1.624004144
mRNA.MSTRG.58797.1,2.339789346
mRNA.MSTRG.58814.2,5.534841812
mRNA.MSTRG.58819.1,6.227513219
mRNA.MSTRG.58835.1,4.153098015
mRNA.MSTRG.58837.1,2.563354371
mRNA.MSTRG.58881.1,3.080089888
mRNA.MSTRG.58896.1,4.512364531
mRNA.MSTRG.58896.2,4.663165144
mRNA.MSTRG.58896.3,1.416775323
mRNA.MSTRG.58902.1,4.891041015
mRNA.MSTRG.58901.1,2.630867723
mRNA.MSTRG.58924.1,0.963965522
mRNA.MSTRG.58940.1,2.339834245
mRNA.MSTRG.58970.1,3.903304175
mRNA.MSTRG.59007.1,3.303191848
mRNA.MSTRG.59003.1,3.72961975
mRNA.MSTRG.59016.1,4.106492731
mRNA.MSTRG.59047.1,5.083859251
mRNA.MSTRG.59078.1,3.634235583
mRNA.MSTRG.59079.1,1.623920794
mRNA.MSTRG.59082.1,4.425723114
mRNA.MSTRG.59082.2,4.514774188
mRNA.MSTRG.59086.1,0.963997077
mRNA.MSTRG.59103.1,2.695242274
mRNA.MSTRG.59168.2,4.093119098
mRNA.MSTRG.59168.4,3.242508
mRNA.MSTRG.59179.1,3.383627559
mRNA.MSTRG.59188.2,2.418258662
mRNA.MSTRG.59258.2,1.974817074
mRNA.MSTRG.59286.1,3.496401285
mRNA.MSTRG.59293.1,0.739967173
mRNA.MSTRG.59295.1,1.8670779
mRNA.MSTRG.59296.1,3.982900361
mRNA.MSTRG.59302.1,3.261291688
mRNA.MSTRG.59315.1,2.563358534
mRNA.MSTRG.59323.1,1.331382351
mRNA.MSTRG.59340.1,6.453879945
mRNA.MSTRG.59341.1,6.624880419
mRNA.MSTRG.59388.1,1.75061681
mRNA.MSTRG.59389.1,3.566997994
mRNA.MSTRG.59400.1,4.443061521
mRNA.MSTRG.59418.1,3.127559481
mRNA.MSTRG.59420.1,2.471089697
mRNA.MSTRG.59420.2,4.624349181
mRNA.MSTRG.59424.1,5.849916779
mRNA.MSTRG.59448.1,7.411597619
mRNA.MSTRG.59459.1,1.485109638
mRNA.MSTRG.59475.3,3.422188331
mRNA.MSTRG.59492.1,2.075108313
mRNA.MSTRG.59495.1,2.418196889
mRNA.MSTRG.59501.1,4.849184802
mRNA.MSTRG.59502.1,4.058317752
mRNA.MSTRG.59511.1,2.168811764
mRNA.MSTRG.59517.1,6.539722281
mRNA.MSTRG.59535.1,3.303216633
mRNA.MSTRG.59541.1,7.570314994
mRNA.MSTRG.59542.1,5.708823007
mRNA.MSTRG.59583.3,6.352629138
mRNA.MSTRG.59588.5,3.496403415
mRNA.MSTRG.59599.1,4.130001376
mRNA.MSTRG.59607.2,2.339787866
mRNA.MSTRG.59638.1,3.12757489
mRNA.MSTRG.59629.1,3.566958536
mRNA.MSTRG.59641.1,1.623941335
mRNA.MSTRG.59642.1,1.331364577
mRNA.MSTRG.59655.1,3.173533404
mRNA.MSTRG.59664.3,5.047342176
mRNA.MSTRG.59688.2,4.106494953
mRNA.MSTRG.59690.1,2.782349669
mRNA.MSTRG.59690.2,4.377297116
mRNA.MSTRG.59713.1,5.572832637
mRNA.MSTRG.59763.1,3.634219243
mRNA.MSTRG.59765.1,1.867058622
mRNA.MSTRG.59772.1,1.889310953
mRNA.MSTRG.59772.2,2.617582496
mRNA.MSTRG.59795.1,1.331382026
mRNA.MSTRG.59797.1,3.698523489
mRNA.MSTRG.59844.1,0.737952307
mRNA.MSTRG.59879.1,2.56341216
mRNA.MSTRG.59896.1,3.218062502
mRNA.MSTRG.59883.1,4.443058941
mRNA.MSTRG.59888.5,1.867099273
mRNA.MSTRG.59910.1,2.339797814
mRNA.MSTRG.59935.3,3.127570248
mRNA.MSTRG.59948.1,2.1688091
mRNA.MSTRG.59954.1,1.62398898
mRNA.MSTRG.59963.1,1.485096929
mRNA.MSTRG.59964.2,0.737990988
mRNA.MSTRG.59975.1,1.750630775
mRNA.MSTRG.59986.1,2.410921114
mRNA.MSTRG.59989.1,3.666520128
mRNA.MSTRG.59989.2,2.563857435
mRNA.MSTRG.59990.1,1.623965985
mRNA.MSTRG.59992.2,2.985013287
mRNA.MSTRG.59992.1,7.48839219
mRNA.MSTRG.60009.1,1.485080335
mRNA.MSTRG.60019.1,3.601045051
mRNA.MSTRG.60037.1,2.98020536
mRNA.MSTRG.60056.1,1.485066655
mRNA.MSTRG.60057.1,1.623927908
mRNA.MSTRG.60069.1,1.159335195
mRNA.MSTRG.60093.1,1.867099273
mRNA.MSTRG.60103.1,3.634244426
mRNA.MSTRG.60143.1,2.49262728
mRNA.MSTRG.60147.1,4.130046872
mRNA.MSTRG.60166.1,4.715736965
mRNA.MSTRG.60164.1,3.031017855
mRNA.MSTRG.60183.1,3.902571042
mRNA.MSTRG.60192.1,4.761597002
mRNA.MSTRG.60195.1,1.331400354
mRNA.MSTRG.60207.4,6.535292472
mRNA.MSTRG.60217.2,5.453395567
mRNA.MSTRG.60226.1,4.220346057
mRNA.MSTRG.60222.1,4.761591107
mRNA.MSTRG.60232.1,5.188290826
mRNA.MSTRG.60244.1,1.159328106
mRNA.MSTRG.60249.1,1.485071086
mRNA.MSTRG.60251.1,2.339791795
mRNA.MSTRG.60282.1,2.816083751
mRNA.MSTRG.60289.1,6.30697422
mRNA.MSTRG.60294.1,2.492609227
mRNA.MSTRG.60312.1,2.168818138
mRNA.MSTRG.60295.1,3.63424134
mRNA.MSTRG.60319.1,2.075079316
mRNA.MSTRG.60332.6,4.082634407
mRNA.MSTRG.60338.1,0.737993177
mRNA.MSTRG.60385.2,4.220352706
mRNA.MSTRG.60400.1,3.819111746
mRNA.MSTRG.60390.1,2.339801567
mRNA.MSTRG.60392.1,3.383619
mRNA.MSTRG.60393.1,5.849916806
mRNA.MSTRG.60422.1,2.816069599
mRNA.MSTRG.60451.1,3.26126988
mRNA.MSTRG.60452.2,5.777371893
mRNA.MSTRG.60463.1,4.533960344
mRNA.MSTRG.60485.5,-0.287730933
mRNA.MSTRG.60475.1,4.405065219
mRNA.MSTRG.60478.1,3.601018631
mRNA.MSTRG.60480.1,3.30321424
mRNA.MSTRG.60505.2,6.525075035
mRNA.MSTRG.60502.1,4.263481627
mRNA.MSTRG.60539.1,5.91899578
mRNA.MSTRG.60532.1,0.737972551
mRNA.MSTRG.60546.1,3.56696741
mRNA.MSTRG.60548.1,1.750583178
mRNA.MSTRG.60552.1,3.729631386
mRNA.MSTRG.60554.1,3.666739506
mRNA.MSTRG.60565.1,3.459794997
mRNA.MSTRG.60572.1,2.168824904
mRNA.MSTRG.60578.1,3.698534911
mRNA.MSTRG.60588.2,1.748335847
mRNA.MSTRG.60591.1,2.816062025
mRNA.MSTRG.60589.1,5.165727036
mRNA.MSTRG.60642.1,5.543683479
mRNA.MSTRG.60657.1,6.65758711
mRNA.MSTRG.60659.1,1.623941896
mRNA.MSTRG.60660.1,1.485087491
mRNA.MSTRG.60660.2,0.737975952
mRNA.MSTRG.60664.1,4.284538079
mRNA.MSTRG.60667.1,2.168813786
mRNA.MSTRG.60671.1,3.496396247
mRNA.MSTRG.60685.1,4.619445102
mRNA.MSTRG.60719.1,5.481119771
mRNA.MSTRG.60728.1,4.34605752
mRNA.MSTRG.60760.1,0.737955883
mRNA.MSTRG.60808.4,4.385656456
mRNA.MSTRG.60816.1,4.220345915
mRNA.MSTRG.60823.1,2.49264517
mRNA.MSTRG.60830.1,4.284593254
mRNA.MSTRG.60859.2,4.820589695
mRNA.MSTRG.60878.1,3.031026969
mRNA.MSTRG.60905.1,4.05833765
mRNA.MSTRG.60918.1,4.834939703
mRNA.MSTRG.60922.1,2.695260488
mRNA.MSTRG.60929.1,4.820574659
mRNA.MSTRG.60952.3,2.980198909
mRNA.MSTRG.60956.1,3.729617616
mRNA.MSTRG.60961.1,1.750629724
mRNA.MSTRG.60978.1,4.984241704
mRNA.MSTRG.60979.1,1.867055237
mRNA.MSTRG.61004.1,1.485070674
mRNA.MSTRG.61033.1,4.38565138
mRNA.MSTRG.61044.2,1.8670638
mRNA.MSTRG.61045.1,2.56340492
mRNA.MSTRG.61046.1,4.106502052
mRNA.MSTRG.61056.1,2.980244121
mRNA.MSTRG.61076.1,2.816079721
mRNA.MSTRG.61086.1,4.424178943
mRNA.MSTRG.61090.1,4.325884924
mRNA.MSTRG.61098.1,4.033627255
mRNA.MSTRG.61131.1,5.932412974
mRNA.MSTRG.61208.1,3.666752846
mRNA.MSTRG.61224.1,5.732011591
mRNA.MSTRG.61267.1,4.984240691
mRNA.MSTRG.61272.1,4.984233192
mRNA.MSTRG.61286.1,3.600997986
mRNA.MSTRG.61232.1,3.833730981
mRNA.MSTRG.61261.3,4.16355876
mRNA.MSTRG.61263.1,5.471891928
mRNA.MSTRG.61266.2,3.532060972
mRNA.MSTRG.61308.1,3.956856109
mRNA.MSTRG.61309.1,4.480120499
mRNA.MSTRG.61313.1,5.009744989
mRNA.MSTRG.61341.1,2.256826229
mRNA.MSTRG.61350.5,1.934325045
mRNA.MSTRG.61350.6,3.913757723
mRNA.MSTRG.61368.1,2.075057305
mRNA.MSTRG.61369.1,3.261262107
mRNA.MSTRG.61393.2,4.997074788
mRNA.MSTRG.61398.2,2.418233914
mRNA.MSTRG.61414.1,4.834952276
mRNA.MSTRG.61415.1,5.059598075
mRNA.MSTRG.61405.1,3.982948528
mRNA.MSTRG.61409.1,5.232380971
mRNA.MSTRG.61404.1,3.698489234
mRNA.MSTRG.61426.1,1.159346831
mRNA.MSTRG.61437.1,3.34394431
mRNA.MSTRG.61453.2,2.339847541
mRNA.MSTRG.61529.1,2.630822482
mRNA.MSTRG.61531.1,2.075079189
mRNA.MSTRG.61533.1,1.485071204
mRNA.MSTRG.61563.1,6.004112603
mRNA.MSTRG.61573.1,2.49263082
mRNA.MSTRG.61588.1,2.980213082
mRNA.MSTRG.61590.1,5.165725065
mRNA.MSTRG.61599.1,4.111789015
mRNA.MSTRG.61599.2,1.841847192
mRNA.MSTRG.61617.2,5.414370148
mRNA.MSTRG.61617.1,2.76509334
mRNA.MSTRG.61663.2,2.075089036
mRNA.MSTRG.61684.1,6.166302626
mRNA.MSTRG.61749.1,1.485078117
mRNA.MSTRG.61760.2,5.913903174
mRNA.MSTRG.61769.2,1.159374781
mRNA.MSTRG.61777.1,3.729619843
mRNA.MSTRG.61804.2,1.485069131
mRNA.MSTRG.61806.1,2.756916597
mRNA.MSTRG.61815.1,1.97481419
mRNA.MSTRG.61829.1,1.974810916
mRNA.MSTRG.61838.1,3.422205818
mRNA.MSTRG.61855.2,4.635183684
mRNA.MSTRG.61855.4,2.591542159
mRNA.MSTRG.61857.1,5.326916978
mRNA.MSTRG.61860.2,2.92755181
mRNA.MSTRG.61871.1,1.828698277
mRNA.MSTRG.61892.1,7.026524627
mRNA.MSTRG.61911.1,4.904702518
mRNA.MSTRG.61916.1,1.867065537
mRNA.MSTRG.61917.1,6.582925914
mRNA.MSTRG.61920.1,2.492600889
mRNA.MSTRG.61921.1,3.218067969
mRNA.MSTRG.61930.1,4.891062847
mRNA.MSTRG.61929.1,2.563437426
mRNA.MSTRG.61939.1,5.059604861
mRNA.MSTRG.61941.1,3.49636541
mRNA.MSTRG.61949.3,2.695243034
mRNA.MSTRG.61959.1,4.263481517
mRNA.MSTRG.61971.2,3.383617774
mRNA.MSTRG.61974.1,0.963965522
mRNA.MSTRG.61976.1,3.875778357
mRNA.MSTRG.61987.1,6.762803061
mRNA.MSTRG.61988.1,5.685197128
mRNA.MSTRG.61992.2,2.351937319
mRNA.MSTRG.62011.1,1.485110804
mRNA.MSTRG.62013.1,5.526034501
mRNA.MSTRG.62022.2,4.198284612
mRNA.MSTRG.62008.1,3.566965265
mRNA.MSTRG.62030.1,3.634244498
mRNA.MSTRG.62036.1,4.877223442
mRNA.MSTRG.62063.1,5.253894341
mRNA.MSTRG.62099.1,3.173530381
mRNA.MSTRG.62135.1,4.619444595
mRNA.MSTRG.62136.1,0.737961037
mRNA.MSTRG.62137.1,4.56876939
mRNA.MSTRG.62138.1,3.760055481
mRNA.MSTRG.62152.1,5.04730726
mRNA.MSTRG.62153.1,3.903362003
mRNA.MSTRG.62162.1,4.461704368
mRNA.MSTRG.62174.1,2.337494329
mRNA.MSTRG.62187.1,3.343977899
mRNA.MSTRG.62188.1,2.339787919
mRNA.MSTRG.62224.1,3.956827418
mRNA.MSTRG.62231.1,1.33138512
mRNA.MSTRG.62221.1,1.86707748
mRNA.MSTRG.62254.1,2.25683595
mRNA.MSTRG.62259.1,3.744359343
mRNA.MSTRG.62259.2,3.441796882
mRNA.MSTRG.62274.1,2.695250221
mRNA.MSTRG.62294.1,2.256890851
mRNA.MSTRG.62297.1,6.171991212
mRNA.MSTRG.62298.1,5.034907223
mRNA.MSTRG.62307.1,5.61860851
mRNA.MSTRG.62309.1,2.630879082
mRNA.MSTRG.62320.1,5.481057927
mRNA.MSTRG.62322.1,4.700175282
mRNA.MSTRG.62330.1,2.256834112
mRNA.MSTRG.62347.1,3.956846316
mRNA.MSTRG.62393.1,3.218063466
mRNA.MSTRG.62399.1,3.031019415
mRNA.MSTRG.62407.2,5.747292604
mRNA.MSTRG.62422.2,1.331416736
mRNA.MSTRG.62430.2,1.331376596
mRNA.MSTRG.62431.1,1.974793257
mRNA.MSTRG.62434.1,3.919287516
mRNA.MSTRG.62434.2,1.677187871
mRNA.MSTRG.62438.2,5.925720555
mRNA.MSTRG.62460.1,5.396384876
mRNA.MSTRG.62449.1,4.945019372
mRNA.MSTRG.62484.1,2.816066344
mRNA.MSTRG.62491.1,1.974848659
mRNA.MSTRG.62496.3,4.127140955
mRNA.MSTRG.62496.4,4.388042747
mRNA.MSTRG.62498.1,3.303223084
mRNA.MSTRG.62516.1,1.485049779
mRNA.MSTRG.62518.1,2.756915194
mRNA.MSTRG.62520.1,3.729642022
mRNA.MSTRG.62541.1,4.568768128
mRNA.MSTRG.62542.1,1.485064069
mRNA.MSTRG.62572.1,2.801847243
mRNA.MSTRG.62607.1,3.383627559
mRNA.MSTRG.62616.2,1.750599346
mRNA.MSTRG.62644.1,2.980217843
mRNA.MSTRG.62646.1,5.971967022
mRNA.MSTRG.62707.1,5.636810582
mRNA.MSTRG.62683.1,2.168814479
mRNA.MSTRG.62712.1,2.075122976
mRNA.MSTRG.62714.1,1.159340585
mRNA.MSTRG.62724.1,4.98424176
mRNA.MSTRG.62725.1,3.080054509
